13,563928,13
14,544969,14
15,536590,15
16,545019,16
17,536381,17
18,563214,18
19,571849,19
20,571682,20
21,572550,21
22,554958,22
23,554989,23
24,545464,24
25,564079,25
26,554147,26
27,563441,27
28,554162,28
29,545568,29
30,545312,30
31,563444,31
32,545535,32
33,545417,33
34,544812,34
35,572055,35
36,563565,36
37,572304,37
38,571461,38
39,572240,39
40,571295,40
41,572544,41
42,554762,42
43,554268,43
44,554825,44
45,554666,45
46,554286,46
47,564046,47
48,554511,48
49,563348,49
50,563903,50
51,544836,51
52,571905,52
53,536982,53
54,554939,54
55,563351,55
56,571724,56
57,563565,57
58,536876,58
59,572058,59
60,563924,60
61,537201,61
62,563255,62
63,554139,63
64,537206,64
65,572215,65
66,563613,66
67,545188,67
68,564052,68
69,571676,69
70,571566,70
71,545065,71
72,537054,72
73,555150,73
74,536865,74
75,536592,75
76,C572226,76
77,563928,77
78,563585,78
79,554956,79
80,536578,80
81,563549,81
82,536754,82
83,544846,83
84,544812,84
85,563852,85
86,572458,86
87,563696,87
88,571441,88
89,563621,89
90,571747,90
91,571931,91
92,554683,92
93,554985,93
94,571682,94
95,545342,95
96,563709,96
97,563543,97
98,563510,98
99,545634,99
100,536607,100
101,545227,101
102,563348,102
103,572024,103
104,554694,104
105,563558,105
106,571461,106
107,564049,107
108,545658,108
109,571409,109
110,571475,110
111,572055,111
112,537141,112
113,555150,113
114,564061,114
115,554526,115
116,572216,116
117,545063,117
118,563538,118
119,536984,119
120,571652,120
121,537067,121
122,545227,122
123,545085,123
124,536398,124
125,572305,125
126,572513,126
127,563358,127
128,555114,128
129,563209,129
130,555110,130
131,572550,131
132,544909,132
133,571716,133
134,571508,134
135,564132,135
136,554514,136
137,572069,137
138,571719,138
139,555264,139
140,563440,140
141,544823,141
142,536592,142
143,571687,143
144,571418,144
145,563557,145
146,536592,146
147,C563611,147
148,572331,148
149,544822,149
150,536592,150
151,545038,151
152,571595,152
153,554497,153
154,571716,154
155,537160,155
156,554839,156
157,545333,157
158,572312,158
159,555124,159
160,572224,160
161,572513,161
162,563917,162
163,554348,163
164,571563,164
165,554839,165
166,571809,166
167,571445,167
168,536403,168
169,563558,169
170,563376,170
171,537137,171
172,571669,172
173,545085,173
174,536415,174
175,554920,175
176,572108,176
177,545036,177
178,554961,178
179,544812,179
180,563241,180
181,572513,181
182,555198,182
183,554699,183
184,555202,184
185,537159,185
186,563615,186
187,571328,187
188,571441,188
189,563909,189
190,571308,190
191,537142,191
192,554514,192
193,555257,193
194,544904,194
195,563193,195
196,537201,196
197,545636,197
198,554597,198
199,571669,199
200,554950,200
201,572331,201
202,537126,202
203,572219,203
204,554981,204
205,554134,205
206,563905,206
207,564049,207
208,544808,208
209,563697,209
210,554382,210
211,537065,211
212,545217,212
213,536864,213
214,571745,214
215,554920,215
216,563549,216
217,564056,217
218,554708,218
219,554638,219
220,545226,220
221,544823,221
222,544928,222
223,545340,223
224,572540,224
225,572242,225
226,554275,226
227,563345,227
228,572045,228
229,554946,229
230,544801,230
231,536876,231
232,555124,232
233,C545446,233
234,571305,234
235,563245,235
236,572219,236
237,C563611,237
238,564093,238
239,545232,239
240,563253,240
241,554669,241
242,572037,242
243,563626,243
244,536667,244
245,572092,245
246,571918,246
247,554380,247
248,536865,248
249,544820,249
250,563946,250
251,537047,251
252,545081,252
253,545340,253
254,572287,254
255,564056,255
256,536544,256
257,572217,257
258,564043,258
259,545303,259
260,545059,260
261,572392,261
262,572314,262
263,563755,263
264,544887,264
265,563903,265
266,536856,266
267,C537157,267
268,572194,268
269,554814,269
270,554933,270
271,545004,271
272,563557,272
273,545302,273
274,554650,274
275,536876,275
276,571748,276
277,554906,277
278,554694,278
279,563195,279
280,545215,280
281,563849,281
282,572309,282
283,545333,283
284,554514,284
285,571508,285
286,572026,286
287,537025,287
288,571508,288
289,571502,289
290,554351,290
291,571441,291
292,563928,292
293,563350,293
294,545661,294
295,554157,295
296,554648,296
297,571682,297
298,563898,298
299,554643,299
300,537212,300
301,544903,301
302,544808,302
303,554491,303
304,563288,304
305,536415,305
306,563425,306
307,545399,307
