20,536386,16029
21,536387,16029
22,536388,16250
23,536389,12431
24,536390,17511
25,536392,13705
26,536393,13747
27,536394,13408
28,536395,13767
29,536396,17850
30,536397,17924
31,536398,13448
32,536399,17850
33,536400,13448
34,536401,15862
35,536402,15513
36,536403,12791
37,536404,16218
38,536405,14045
39,536406,17850
40,536407,17850
41,536408,14307
42,536409,17908
43,536412,17920
44,536414,
45,536415,12838
46,536416,13255
47,536420,16583
48,536423,18085
49,536425,13758
50,536437,13694
51,536446,15983
52,536460,14849
53,536463,14849
54,536464,17968
55,536466,14849
56,536477,16210
57,536488,17897
58,536500,17377
59,536502,16552
60,536508,17181
61,536514,17951
62,536520,14729
63,536521,12748
64,536522,15012
65,536523,12868
66,536524,17572
67,536525,14078
68,536526,14001
69,536527,12662
70,536528,15525
71,536529,14237
72,536530,17905
73,536531,15485
74,536532,12433
75,536533,16955
76,536534,15350
77,536535,15605
78,536536,18144
79,536537,15922
80,536538,14594
81,536539,15165
82,536540,14911
83,536541,14911
84,536542,16456
85,536544,
86,536545,
87,536546,
88,536547,
89,536549,
90,536550,
91,536551,17346
92,536552,
93,536553,
94,536554,
95,536555,
96,536556,17643
97,536557,17841
98,536558,
99,536559,17873
100,536560,13093
101,536561,12921
102,536562,13468
103,536563,17760
104,536564,13468
105,536565,
106,536566,16928
107,536567,16048
108,536568,16048
109,536569,16274
110,536570,14496
111,536571,14696
112,536572,16539
113,536573,17025
114,536574,17025
115,536575,13777
116,536576,13777
117,536577,13777
118,536578,17690
119,536579,13777
120,536580,17690
121,536581,13777
122,536582,12947
123,536583,13777
124,536584,13777
125,536585,17460
126,536586,18229
127,536587,14142
128,536588,17069
129,536589,
130,536590,13065
131,536591,14606
132,536591,14606
133,536592,
134,536593,16835
135,536594,15235
136,536595,13576
137,536596,
138,536597,18011
139,536598,13090
140,536599,15694
141,536600,17850
142,536601,17850
143,536602,17850
144,536603,17850
145,536604,14741
146,536605,13715
147,536607,17732
148,536608,12855
149,536609,17850
150,536610,17850
151,536611,15752
152,536612,17850
153,536613,17855
154,536614,17850
155,536615,14047
156,536616,17925
